C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\center_2019_02_01_10_53_21_581.jpg, C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\left_2019_02_01_10_53_21_581.jpg, C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\right_2019_02_01_10_53_21_581.jpg, 0, 0, 0, 7.822214E-05
C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\center_2019_02_01_10_53_21_683.jpg, C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\left_2019_02_01_10_53_21_683.jpg, C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\right_2019_02_01_10_53_21_683.jpg, 0, 0, 0, 7.873798E-05
C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\center_2019_02_01_10_53_21_783.jpg, C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\left_2019_02_01_10_53_21_783.jpg, C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\right_2019_02_01_10_53_21_783.jpg, 0, 0, 0, 7.781175E-05
C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\center_2019_02_01_10_53_21_882.jpg, C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\left_2019_02_01_10_53_21_882.jpg, C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\right_2019_02_01_10_53_21_882.jpg, 0, 0, 0, 7.868042E-05
C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\center_2019_02_01_10_53_21_986.jpg, C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\left_2019_02_01_10_53_21_986.jpg, C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\right_2019_02_01_10_53_21_986.jpg, 0, 0, 0, 8.012645E-05
C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\center_2019_02_01_10_53_22_089.jpg, C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\left_2019_02_01_10_53_22_089.jpg, C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\right_2019_02_01_10_53_22_089.jpg, 0, 0, 0, 7.875207E-05
C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\center_2019_02_01_10_53_22_188.jpg, C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\left_2019_02_01_10_53_22_188.jpg, C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\right_2019_02_01_10_53_22_188.jpg, 0, 0, 0, 7.93481E-05
C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\center_2019_02_01_10_53_22_290.jpg, C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\left_2019_02_01_10_53_22_290.jpg, C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\right_2019_02_01_10_53_22_290.jpg, 0, 0, 0, 7.854919E-05
C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\center_2019_02_01_10_53_22_391.jpg, C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\left_2019_02_01_10_53_22_391.jpg, C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\right_2019_02_01_10_53_22_391.jpg, 0, 0, 0, 8.067816E-05
C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\center_2019_02_01_10_53_22_493.jpg, C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\left_2019_02_01_10_53_22_493.jpg, C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\right_2019_02_01_10_53_22_493.jpg, 0, 0, 0, 7.962915E-05
C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\center_2019_02_01_10_53_22_595.jpg, C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\left_2019_02_01_10_53_22_595.jpg, C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\right_2019_02_01_10_53_22_595.jpg, 0, 0, 0, 7.997701E-05
C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\center_2019_02_01_10_53_22_695.jpg, C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\left_2019_02_01_10_53_22_695.jpg, C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\right_2019_02_01_10_53_22_695.jpg, 0, 0, 0, 7.872796E-05
C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\center_2019_02_01_10_53_22_797.jpg, C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\left_2019_02_01_10_53_22_797.jpg, C:\Users\yerav\Desktop\subjects\Computer_vision\data\IMG\right_2019_02_01_10_53_22_797.jpg, 0, 0, 0, 8.083518E-05
